uvrstitev,rezultat [s],ime tekmovalke,datum rojstva,država,pozicija,datum dogodka,skupne točke,kontinent
3661,7.91,Ayana MALLARD-SMITH,2004,USA,3h8,26 JAN 2024,923,Severna in Srednja Amerika
3661,7.91,Kirsty TREGLOWN,16 OCT 2003,GBR,3h2,27 JAN 2024,923,Evropa
3661,7.91,Dorothee MENGOLO MVOTTO,2005,LUX,1h1,27 JAN 2024,923,Evropa
3661,7.91,Judit BOTTLIK,29 JAN 1998,HUN,2f2,27 JAN 2024,923,Evropa
3661,7.91,Katja HILLER,2007,GER,1h2,27 JAN 2024,923,Evropa
3661,7.91,Ira HARRASSER,06 MAY 2001,ITA,1h2,27 JAN 2024,923,Evropa
3661,7.91,Emma JUNTUNEN,16 MAY 2008,FIN,4f2,28 JAN 2024,923,Evropa
3661,7.91,Anniina PIIPPONEN,13 JUN 2007,FIN,2h1,28 JAN 2024,923,Evropa
3661,7.91,Chiara ROGNONI,12 SEP 2007,ITA,3h36,28 JAN 2024,923,Evropa
3661,7.91,Eva PRONZOLA,2005,FRA,1h3,28 JAN 2024,923,Evropa
3661,7.91,Ambra BRACIOLA,23 DEC 2006,ITA,4f4,28 JAN 2024,923,Evropa
3661,7.91,Giada BERNARDI,09 AUG 1997,ITA,4h3,28 JAN 2024,923,Evropa
3661,7.91,Ludovica DE VIVO,15 AUG 2008,ITA,1h7,28 JAN 2024,923,Evropa
3661,7.91,Alina TIMAKOVA,09 NOV 2007,RUS,3h9,29 JAN 2024,923,Evropa
3661,7.91,Malia OVERTON,,USA,6h4,02 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Uma BHATTACHARJEE,,USA,1h4,02 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Michaela CIKANÍKOVÁ,2008,CZE,h2,03 FEB 2024,923,Evropa
3661,7.91,Marie-Charlotte GASTAUD,30 NOV 1999,MON,2f2,03 FEB 2024,923,Azija
3661,7.91,Isabel ARRANZ,14 FEB 2008,ESP,1h2,03 FEB 2024,923,Evropa
3661,7.91,Tamia RAMOS,,USA,4h5,03 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Isabella ALES,,USA,4h7,03 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Martina VARELA,28 DEC 2004,ESP,7h2,03 FEB 2024,923,Evropa
3661,7.91,Shamayamian WILLIAMS,29 JUL 2007,JPN,5h4,03 FEB 2024,923,Azija
3661,7.91,Rukhshona FARHODOVA,01 JUL 2004,TUR,2,03 FEB 2024,923,Evropa
3661,7.91,Krista FARLEY,,USA,8f3,03 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Yuka HIRAOKA,28 MAY 2005,JPN,5h1,04 FEB 2024,923,Azija
3661,7.91,Mayu NAKAGAWA,02 JUL 2005,JPN,5h2,04 FEB 2024,923,Azija
3661,7.91,Annabel PAUL,03 MAR 2004,NED,4f1,04 FEB 2024,923,Evropa
3661,7.91,Zsófia BOGENFÜRST,26 FEB 2010,HUN,2f1,04 FEB 2024,923,Evropa
3661,7.91,Gréta SZŐKE,25 JUN 2009,HUN,3f1,04 FEB 2024,923,Evropa
3661,7.91,Laura FIRINGA,2004,FRA,4h1,08 FEB 2024,923,Evropa
3661,7.91,Jamesha HOWELL,,USA,5h2,09 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Madison BROWN,,USA,5pr7,09 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Olesya MAKHAYEVA,07 MAR 2004,RUS,6h2,09 FEB 2024,923,Evropa
3661,7.91,Ashlynn GILHULA,2003,CAN,2h7,09 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Gal KADMON,18 APR 2000,ISR,4h7,09 FEB 2024,923,Evropa
3661,7.91,Melina DOIRON,2008,CAN,1h4,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Crystal AKERELE,2009,CAN,1h4,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Kiara CARTER,,USA,7f1,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Delia LA BARBERA,25 MAR 2008,ITA,7sf3,10 FEB 2024,923,Evropa
3661,7.91,Karissa LINDNER,,USA,5h2,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Ellen TEUNTER,2006,NED,2sf2,10 FEB 2024,923,Evropa
3661,7.91,Ava FORTIER,,USA,2h6,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Onanda LOWE,04 JAN 2004,JAM,4f3,10 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Julie RAINERI,2007,FRA,3f2,11 FEB 2024,923,Evropa
3661,7.91,Clara MALOT,2007,FRA,1h9,11 FEB 2024,923,Evropa
3661,7.91,Breanne GEARY,,CAN,3f2,16 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Brianna BRANTLEY,,USA,3f2,16 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Kynnedy TURNER,,USA,3h6,16 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Felicitas ZAHLBRUCKNER,2003,AUT,1h5,16 FEB 2024,923,Evropa
3661,7.91,Hope SINCLAIR,,USA,4,17 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Brooklyn WILLIAMS,,USA,6,17 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Maria LAIOU,04 JUN 2008,GRE,2h8,17 FEB 2024,923,Evropa
3661,7.91,Kiana DE KINDER,1999,BEL,5h3,18 FEB 2024,923,Evropa
3661,7.91,Kelsey BALKWILL,19 SEP 1992,CAN,1h2,18 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Josie LAVATO,,USA,4h2,19 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,AJ ALLEN,,USA,6h5,19 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Jennifer NOUTSOUGAN,,USA,6h2,23 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Anastasiya YEMELYANOVA,17 JUN 1991,RUS,5h1,23 FEB 2024,923,Evropa
3661,7.91,Viktoriya ZHILINA,15 NOV 1999,RUS,4h5,23 FEB 2024,923,Evropa
3661,7.91,Lea VIERNE,01 JAN 2006,FRA,8h2,24 FEB 2024,923,Evropa
3661,7.91,Kristina STRÁNSKÁ,2007,CZE,4h1,24 FEB 2024,923,Evropa
3661,7.91,Michaela BĚLUNKOVÁ,02 DEC 2006,CZE,5h3,24 FEB 2024,923,Evropa
3661,7.91,Camilla JUNES,07 SEP 2008,FIN,5,24 FEB 2024,923,Evropa
3661,7.91,Aava LAJUNEN,07 AUG 2005,FIN,2h6,24 FEB 2024,923,Evropa
3661,7.91,Saana TURUNEN,18 JAN 2005,FIN,6sf2,24 FEB 2024,923,Evropa
3661,7.91,Valentina LOCATELLI,2008,SUI,3h1,24 FEB 2024,923,Evropa
3661,7.91,Chelsi TATUM,,USA,5h2,25 FEB 2024,923,Severna in Srednja Amerika
3661,7.91,Christina NGANDU YE,2008,CAN,3f1,01 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Amberlee STATHAM,23 DEC 2001,AUS,7f1,01 MAR 2024,924,Oceanija
3661,7.91,Lily ODOLPHY,2008,CAN,2f2,02 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Alice PETERS,21 FEB 2009,DEN,2,02 MAR 2024,923,Evropa
3661,7.91,Rosalie VINCENT,,USA,4h4,02 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Keyu WANG,15 NOV 2000,CHN,2h7,03 MAR 2024,923,Azija
3661,7.91,Lavender KOZAKA,,USA,1h4,08 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Jaidyn AUGUSTINE,,USA,6h9,09 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Abigail SCOTT,,USA,5h12,09 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Brynn MCKEEVER,,USA,7h16,09 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Brooklyn TAYLOR,2007,CAN,1h3,17 MAR 2024,923,Severna in Srednja Amerika
3661,7.91,Olivia MTUNGWAZI,,GBR,3,17 MAR 2024,923,Evropa
3661,7.91,Leah QUEALLY,,IRL,3,06 APR 2024,923,Evropa
3661,7.91,Gabriela SOVOVÁ,2010,CZE,2f1,01 MAY 2024,923,Evropa
3661,7.91,Lenka VESELÁ,2009,CZE,3,05 MAY 2024,923,Evropa
3661,7.91,Eliška SEDLÁKOVÁ,2008,CZE,2f1,10 AUG 2024,923,Evropa
3770,7.92,Lea WIETHOFF,02 NOV 2003,GER,1h2,06 JAN 2024,920,Evropa
3770,7.92,Neda LASICKAITĖ,27 OCT 2004,LTU,2h2,06 JAN 2024,920,Evropa
3770,7.92,Sadie MILLARD,28 JAN 2004,USA,7f1,12 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Claire WIEDEMANN,14 NOV 2005,GER,1h3,13 JAN 2024,920,Evropa
3770,7.92,Mikaela LYRI,17 JAN 2006,GRE,1h1,13 JAN 2024,920,Evropa
3770,7.92,Craiesha JOHNSON,,BAH,2h2,13 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Elna WESTER,30 NOV 2005,SWE,2f2,13 JAN 2024,920,Evropa
3770,7.92,Ilona SAARIKUNNAS,05 SEP 2004,FIN,2f1,14 JAN 2024,920,Evropa
3770,7.92,Melie DELCAMBRE,10 DEC 2002,FRA,1f2,14 JAN 2024,920,Evropa
3770,7.92,Paula ŅIKIFOROVA,07 AUG 2006,LAT,2,14 JAN 2024,920,Evropa
3770,7.92,Kylee DAVIS,,USA,3h2,19 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Karin BENGTSSON,2004,SWE,2h5,20 JAN 2024,920,Evropa
3770,7.92,Alexia Elaine BECKFORD,28 JUL 2005,JAM,1f2,20 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Djelika DIARRA,13 JUN 2007,FRA,2f1,20 JAN 2024,920,Evropa
3770,7.92,Taylah SPACKMAN,,AUS,1f2,20 JAN 2024,920,Oceanija
3770,7.92,Faustine BOYER,09 SEP 2005,FRA,2f2,20 JAN 2024,920,Evropa
3770,7.92,Myonica JACKSON,07 JUL 2004,USA,3h2,20 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Ameia WILSON,29 NOV 2000,USA,2h2,20 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Vicky FERRARI,17 APR 2004,ITA,4h3,21 JAN 2024,920,Evropa
3770,7.92,Giulia PROPERZI,15 OCT 2006,ITA,1h4,21 JAN 2024,920,Evropa
3770,7.92,Giada CICERONE,19 APR 2005,ITA,2h21,21 JAN 2024,920,Evropa
3770,7.92,Giorgia SILVESTRI,08 OCT 2006,ITA,1h24,21 JAN 2024,920,Evropa
3770,7.92,Alicja MORAWIEC,06 MAY 2009,POL,1f1,21 JAN 2024,920,Evropa
3770,7.92,Isabella DAVIES,,GBR,2h1,21 JAN 2024,920,Evropa
3770,7.92,Farida RZAYEVA,03 SEP 2002,AZE,2h1,26 JAN 2024,920,Azija
3770,7.92,Emma MWANYOLO,2007,CZE,1h1,26 JAN 2024,920,Evropa
3770,7.92,Kayla KIBBLE,,USA,6h5,26 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Safhia HINDS,14 FEB 2003,JAM,5h12,26 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Cecilie GEDSÖ FÄRGE,28 MAR 2003,DEN,4h4,27 JAN 2024,920,Evropa
3770,7.92,Maria QUETGLAS,09 MAY 1995,ESP,5h1,27 JAN 2024,920,Evropa
3770,7.92,Cerys RADCLIFFE,,GBR,5sf1,27 JAN 2024,920,Evropa
3770,7.92,Maria QUINTELA,04 JUN 2002,POR,5f1,27 JAN 2024,920,Evropa
3770,7.92,Luisa RUPP,20 DEC 2006,GER,8,27 JAN 2024,920,Evropa
3770,7.92,Emma HUTCHINSON,2000,IRL,1f3,27 JAN 2024,920,Evropa
3770,7.92,Elyne CISSÉ,2008,BEL,5f2,27 JAN 2024,920,Evropa
3770,7.92,Madeleine HUBER,17 OCT 2005,AUT,1f3,27 JAN 2024,920,Evropa
3770,7.92,Julia RUDNIK,12 JUL 2007,POL,1,27 JAN 2024,920,Evropa
3770,7.92,Alyssa HAMILCARO,17 MAR 2003,FRA,1h1,27 JAN 2024,920,Evropa
3770,7.92,Alina OLSON,2002,CAN,1pr2,27 JAN 2024,920,Severna in Srednja Amerika
3770,7.92,Mary ADEDIRAN,10 OCT 2005,NGR,8,27 JAN 2024,935,Afrika
3770,7.92,Nnenna UGWUNEBO,2006,FRA,2h8,28 JAN 2024,920,Evropa
3770,7.92,Camilla DI CENSI,07 OCT 2005,ITA,1f1,28 JAN 2024,920,Evropa
3770,7.92,Ioana-Rebecca ANDREI,07 MAR 2003,ROU,1er3,31 JAN 2024,920,Evropa
3770,7.92,Jordan PERRY,,USA,2h4,02 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Sophie LISK,05 APR 2006,GBR,1h1,03 FEB 2024,920,Evropa
3770,7.92,Kateřina ŠIMKOVÁ,06 JUL 2000,CZE,6f1,03 FEB 2024,920,Evropa
3770,7.92,Romane LEROY,2008,FRA,1f3,03 FEB 2024,920,Evropa
3770,7.92,Laura MARTINEZ,18 JAN 2005,ESP,1h3,03 FEB 2024,920,Evropa
3770,7.92,Dorinda OKORJI,,USA,4h6,03 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Jonon YOUNG,01 MAY 2000,USA,4h3,03 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Libby BODEN,,USA,4h9,03 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Shoelle BRUHIN,09 SEP 1999,SUI,1h6,03 FEB 2024,920,Evropa
3770,7.92,Mikoko ARAI,22 JAN 2008,JPN,4h2,03 FEB 2024,920,Azija
3770,7.92,Seina TAKASAKI,30 SEP 2008,JPN,5h3,03 FEB 2024,920,Azija
3770,7.92,Jasmine LEW,02 JUN 2000,CAN,4f2,03 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Maja TRÖSTER,2007,GER,2f2,03 FEB 2024,920,Evropa
3770,7.92,Anna WEICHELT,14 MAR 2005,GER,4h2,03 FEB 2024,920,Evropa
3770,7.92,Jennifer GARTMANN,1976,GER,4h7,03 FEB 2024,920,Evropa
3770,7.92,Rosana VALLE,17 OCT 2000,ESP,1f2,03 FEB 2024,920,Evropa
3770,7.92,Dominika ŠVAŇOVÁ,23 JAN 2008,SVK,1h1,03 FEB 2024,920,Evropa
3770,7.92,Elizabete CĪRULE,23 AUG 2007,LAT,2,03 FEB 2024,920,Evropa
3770,7.92,Tosin SALAMI,16 SEP 1999,GBR,4h2,03 FEB 2024,920,Evropa
3770,7.92,Larrisa MCHENRY,,USA,2f2,03 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Leonie STUDER,10 AUG 1999,SUI,2f2,04 FEB 2024,920,Evropa
3770,7.92,Darya FOMINA,29 SEP 2003,RUS,6h,08 FEB 2024,920,Evropa
3770,7.92,Héloïse HUGHES,07 JUN 2004,RSA,1f2,09 FEB 2024,920,Afrika
3770,7.92,Kaia SCHEFFLER,2002,USA,6pr2,09 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Jones AKERAH,,USA,6pr2,09 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Jaelyn DAVIS,,USA,2f3,09 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Emma Fatu SUHONEN,28 JAN 1991,NOR,2h1,09 FEB 2024,920,Evropa
3770,7.92,Vladyslava SHAYEVA,07 FEB 2003,RUS,6h4,09 FEB 2024,920,Evropa
3770,7.92,Jelizaveta MIŠINA,13 OCT 2002,EST,5,10 FEB 2024,920,Evropa
3770,7.92,Iraia ALKORTA,24 JUL 2007,ESP,1h2,10 FEB 2024,920,Evropa
3770,7.92,Sara HAMIN,13 FEB 2006,GER,4,10 FEB 2024,920,Evropa
3770,7.92,Aurora MASSAGLIA,07 FEB 2006,ITA,1h14,10 FEB 2024,920,Evropa
3770,7.92,Suzie DEFFIN,2006,FRA,2f3,10 FEB 2024,920,Evropa
3770,7.92,Maelyne KROL,2007,FRA,1f4,10 FEB 2024,920,Evropa
3770,7.92,Lillian MAUGER,,USA,3h2,10 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Hailey PALMER,,USA,3h4,10 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Jayel DOVICHAK,2004,CAN,2f1,10 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Josephine JETT,,USA,8h1,10 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Arusha BIEKRAM,2006,NED,3sf2,10 FEB 2024,920,Evropa
3770,7.92,Temperance CORNISH,,GBR,5h4,10 FEB 2024,920,Evropa
3770,7.92,Malia CURTET,03 MAY 2009,SUI,1h1,10 FEB 2024,920,Evropa
3770,7.92,Kendra SALVATORE,2011,SUI,2h1,10 FEB 2024,920,Evropa
3770,7.92,Trinity GLASER,,NED,4sf3,10 FEB 2024,920,Evropa
3770,7.92,Ana ESCOBAR,20 DEC 2008,ESP,1h4,11 FEB 2024,920,Evropa
3770,7.92,Savannah SISTRUNK,,USA,2h3,16 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Nina CUEVAS,,USA,5f2,16 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Anjali PERERA,2007,AUT,5,17 FEB 2024,920,Evropa
3770,7.92,Dara ERININA,2004,BUL,2h3,17 FEB 2024,920,Evropa
3770,7.92,Evangelia VARSAMI,02 AUG 2006,GRE,2h7,17 FEB 2024,920,Evropa
3770,7.92,Amanda WALDEN,,USA,4,18 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Deja RYALS,,USA,3h4,23 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Grace GIOFFREDI,,USA,7h1,23 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Ali MURPHY,,USA,6h3,23 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Natalya ASPINALL,,GBR,2h1,23 FEB 2024,920,Evropa
3770,7.92,Alice WOODHOUSE,,GBR,3h12,23 FEB 2024,920,Evropa
3770,7.92,Edwardstina SENESSIE,19 APR 2005,SUI,2h4,24 FEB 2024,920,Evropa
3770,7.92,Boglárka SZMOLÁR,26 OCT 2007,HUN,1h5,24 FEB 2024,920,Evropa
3770,7.92,Caroline MAYES,,USA,3h1,24 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Chelsea HEGGAR,,USA,6h2,25 FEB 2024,920,Severna in Srednja Amerika
3770,7.92,Inés RODRÍGUEZ,30 DEC 2005,ESP,6,25 FEB 2024,920,Evropa
3770,7.92,Yanong XUE,08 AUG 1997,CHN,4h5,27 FEB 2024,920,Azija
3770,7.92,Arianna BUCKLAND,2009,CAN,1h2,02 MAR 2024,920,Severna in Srednja Amerika
3770,7.92,Nina Farida KING ABOR,,IRL,2,02 MAR 2024,920,Evropa
3770,7.92,Octanne TURGEON,2008,CAN,1,02 MAR 2024,920,Severna in Srednja Amerika
3770,7.92,Siyi YANG,13 SEP 2002,CHN,3h7,03 MAR 2024,920,Azija
3770,7.92,Sa'Niyah WILLIAMS,,USA,7,08 MAR 2024,920,Severna in Srednja Amerika
3770,7.92,Alisa LAUNONEN,04 FEB 2010,FIN,1f2,09 MAR 2024,920,Evropa
3770,7.92,Talia GRAHAM,,USA,7h9,09 MAR 2024,920,Severna in Srednja Amerika
3770,7.92,Ava USANOVA,,IRL,6,06 APR 2024,920,Evropa
3770,7.92,Adéla SOCHOROVÁ,01 NOV 2005,CZE,1f1,08 MAY 2024,920,Evropa
3883,7.93,Berit KUKK,02 SEP 2005,EST,2,05 JAN 2024,917,Evropa
3883,7.93,Kelly CAMARA,01 SEP 2000,FRA,2f2,07 JAN 2024,917,Evropa
3883,7.93,Vittoria STELLA,10 JAN 2000,ITA,4f3,07 JAN 2024,917,Evropa
3883,7.93,Molly DALY,26 MAR 2008,IRL,1f4,10 JAN 2024,917,Evropa
3883,7.93,Isabella KUPKA,2000,GER,6,12 JAN 2024,917,Evropa
3883,7.93,Tyashia MONAH,2007,CAN,1f2,13 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Isabel ABDOUCH,,USA,4,13 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Lila GAUGHAN,,USA,3h3,13 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Gift OSARUGWE,14 JUN 2009,ESP,5,13 JAN 2024,917,Evropa
3883,7.93,Iva ALEKSANDROVA,25 MAR 1994,BUL,5h3,13 JAN 2024,917,Evropa
3883,7.93,Marta RIBEIRO,04 JAN 2006,POR,4f1,13 JAN 2024,917,Evropa
3883,7.93,Jody BLACKWOOD,,USA,6h2,13 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Noée Julina ZANDER,2008,GER,2,13 JAN 2024,917,Evropa
3883,7.93,Tara SMOKER,,USA,5,13 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Anna SPADA,24 APR 2001,ITA,5h2,14 JAN 2024,917,Evropa
3883,7.93,Mya LEE,,USA,3h2,18 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Kate MOZGA,23 FEB 2008,LAT,1h3,18 JAN 2024,917,Evropa
3883,7.93,Abia KANTE,01 JUL 2003,BEL,2f2,19 JAN 2024,917,Evropa
3883,7.93,Kristýna ROEDLOVÁ,2007,CZE,4pr1,20 JAN 2024,917,Evropa
3883,7.93,Kennedy WADE,22 JUL 2003,USA,6h2,20 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Petra LALIK,29 JUN 2006,HUN,5f2,20 JAN 2024,917,Evropa
3883,7.93,Charleza MVONDO,13 JAN 2002,FRA,1f2,20 JAN 2024,917,Evropa
3883,7.93,Lina LELARGE,19 JAN 2004,FRA,7h1,20 JAN 2024,917,Evropa
3883,7.93,Mariah WILLIAMS,2008,CAN,2h5,20 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Khaliyah WHITE,,USA,3h5,20 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Sara MAHMOUDI,2008,ROU,1h2,20 JAN 2024,917,Evropa
3883,7.93,Svenja HEIDECKE,2000,GER,4,20 JAN 2024,917,Evropa
3883,7.93,Meritxell HERNANDEZ,06 APR 2004,ESP,2f2,21 JAN 2024,917,Evropa
3883,7.93,Jada FOSTER,,USA,4h6,26 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Marleen KAPTEIN,,NED,2h1,27 JAN 2024,917,Evropa
3883,7.93,Ines JASPE,09 MAY 2007,ESP,2h1,27 JAN 2024,917,Evropa
3883,7.93,Yevgeniya YEMELYANOVA,24 NOV 2004,RUS,5h1,27 JAN 2024,917,Evropa
3883,7.93,Sai SAWANT,,IND,3h1,27 JAN 2024,917,Azija
3883,7.93,Torre ANDERSON,,USA,5f6,27 JAN 2024,917,Severna in Srednja Amerika
3883,7.93,Iiris TÖRRÖNEN,25 MAY 1998,FIN,1h3,28 JAN 2024,917,Evropa
3883,7.93,Lucia HERRERO-YAÑEZ,08 MAY 2000,ESP,8f2,02 FEB 2024,917,Evropa
3883,7.93,Alexia DEHAVEN,,USA,6f3,02 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Lindsey DAVIS,,USA,6h1,02 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Sarah KARLSSON,04 JUN 2001,SWE,2h2,03 FEB 2024,917,Evropa
3883,7.93,Anna MEZEROVÁ,2007,CZE,2f1,03 FEB 2024,917,Evropa
3883,7.93,Nuria GUAL,12 APR 2010,ESP,2h2,03 FEB 2024,917,Evropa
3883,7.93,Meya YOUNG,,USA,5h5,03 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Mao YAMANO,07 MAY 2008,JPN,6h4,03 FEB 2024,917,Azija
3883,7.93,Yayako TAKIMOTO,18 JUL 2008,JPN,6h5,03 FEB 2024,917,Azija
3883,7.93,Emily ZORN,2009,GER,3f2,03 FEB 2024,917,Evropa
3883,7.93,Cristina LABORDA,09 JUL 2005,ESP,3f1,03 FEB 2024,917,Evropa
3883,7.93,Shelsea OLIVEIRA,2010,POR,1h4,03 FEB 2024,917,Evropa
3883,7.93,Olyvia MAMAE,,USA,5,03 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Elena MARTÍN,23 AUG 1994,ESP,3h3,04 FEB 2024,917,Evropa
3883,7.93,Miyu TANIMOTO,11 DEC 2006,JPN,5h4,04 FEB 2024,917,Azija
3883,7.93,Judith BOSKER,27 OCT 1990,NED,8f1,04 FEB 2024,917,Evropa
3883,7.93,Cloe MOLINARO,30 SEP 2004,FRA,3f2,04 FEB 2024,917,Evropa
3883,7.93,Laurine BOURGUIGNON,2008,FRA,2h3,04 FEB 2024,917,Evropa
3883,7.93,Manuela PEREIRA,2002,FRA,3h3,04 FEB 2024,917,Evropa
3883,7.93,Apo Nicole Delandrie BINDE,17 MAY 2008,ITA,1h25,04 FEB 2024,917,Evropa
3883,7.93,Michaela THOMSEN,07 JUN 2005,RSA,1,06 FEB 2024,921,Afrika
3883,7.93,Sarah KANON,2005,FRA,5h4,08 FEB 2024,917,Evropa
3883,7.93,Kaleigh HUDSON,,USA,4h7,09 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Mimi JOSEPH,26 APR 2004,USA,8h1,09 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Annabelle SMITH,,USA,5h6,09 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Līva VASIOLEKA,14 JUN 2005,LAT,1h1,09 FEB 2024,917,Evropa
3883,7.93,Anika BEUKES,26 APR 2004,RSA,6pr7,09 FEB 2024,917,Afrika
3883,7.93,Joana FIODOROVAITÉ,21 OCT 2007,LTU,1,09 FEB 2024,917,Evropa
3883,7.93,Hannaleena LIIV,04 FEB 2005,EST,2,10 FEB 2024,917,Evropa
3883,7.93,Skye LIVINGSTON,,USA,5f2,10 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Sandra LOPEZ,23 JUN 2007,ESP,2h2,10 FEB 2024,917,Evropa
3883,7.93,Anabel GAJIC,2007,GER,5,10 FEB 2024,917,Evropa
3883,7.93,Martina VIANELLI,09 NOV 2005,ITA,2h2,10 FEB 2024,917,Evropa
3883,7.93,Julia SKOMIAL,28 JUL 2005,POL,7f2,10 FEB 2024,917,Evropa
3883,7.93,Aurora CONRAD,,USA,2h1,10 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Grace HAMBEL,,USA,3h4,10 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Cosley BRUNO,,USA,5h3,10 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Paula SPOELMAN,,NED,3sf1,10 FEB 2024,917,Evropa
3883,7.93,Isabelle RAE,,GBR,3h1,10 FEB 2024,917,Evropa
3883,7.93,Bec KOVACIC,18 JUN 2000,AUS,2f1,10 FEB 2024,930,Oceanija
3883,7.93,Sara SUSURI,09 SEP 2004,KOS,7h2,10 FEB 2024,917,Evropa
3883,7.93,Anastasia DRAKOULAKI,,IRL,6,10 FEB 2024,917,Evropa
3883,7.93,Naiala PEDRO,17 JAN 2008,ESP,3h1,11 FEB 2024,917,Evropa
3883,7.93,Ebba ASP,28 JUL 2004,SWE,4f1,11 FEB 2024,917,Evropa
3883,7.93,Clemence THELLIER,2007,FRA,5f2,11 FEB 2024,917,Evropa
3883,7.93,Morgana GNAN,02 SEP 2003,ITA,2f2,11 FEB 2024,917,Evropa
3883,7.93,Darlene ASANTE,06 DEC 2005,ISR,5,15 FEB 2024,917,Evropa
3883,7.93,HaiLian ROWAN,,USA,3h3,16 FEB 2024,917,Severna in Srednja Amerika
3883,7.93,Josephine DAVIS,,USA,3h1,16 FEB 2024,917,Severna in Srednja Amerika
